prclient,prid,prid_filtered,prname,prurl,prshortdescription,prdescription,prdisplayprice,prprice,primageurl,prcategory,prsubcategory,prcreatedon,pralternativeurl,prbestseller,prsku,pravailablequantity,pravailability,prquantitysold,prsize,prcolor,prcountry,prfromprice,prposition,isactive,isdefault,pronsale
Kg Kurt Geiger,3847000829,3847000829,KG Kurt Geiger Women's Boots Black Synthetic Tiff High Leg,https://www.shoeaholics.com/women/shoes/boots/ankle/tiff-high-leg-black-polyurethane-kg-kurt-geiger-3847000829?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Textured Knee High Boot, Black","Black Textured Knee High Boot, Black",39.00,169.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/8/3847000829.jpg?v=1&width=800,Women > Shoes > Boots > Ankle,Women > Shoes > Boots > Ankle,01/09/2026,,FALSE,,42,IN STOCK,,,Black,,,1084,TRUE,TRUE,TRUE
Carvela,2889961979,2889961979,Carvela Women's Clutch Bag Gold Synthetic Aintree,https://www.shoeaholics.com/women/bags/clutch-bags/aintree-clutch-gold-synthetic-carvela-2889961979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Gold Clutch Bag, Gold","Gold Clutch Bag, Gold",79.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/2/8/2889961979.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,01/09/2026,,FALSE,,26,IN STOCK,,,Metallic,,,1287,TRUE,TRUE,TRUE
Carvela,3812000979,3812000979,Carvela Women's Boots Black Synthetic Cleo Ankle,https://www.shoeaholics.com/women/shoes/boots/ankle/cleo-ankle-black-synthetic-carvela-3812000979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Ankle Boot, Black","Black Ankle Boot, Black",109.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/8/3812000979.jpg?v=1&width=800,Brands > Carvela > Womens-shoes,Brands > Carvela > Womens-shoes,01/09/2026,,FALSE,,294,IN STOCK,,,Black,,,146,TRUE,TRUE,TRUE
Carvela Comfort,2967661109,2967661109,Carvela Women's Sandals Gold Leather Pavilion,https://www.shoeaholics.com/women/shoes/sandals/pavilion-gold-leather-carvela-comfort-2967661109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Gold Metallic Leather Sandal, Gold","Gold Metallic Leather Sandal, Gold",79.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/2/9/2967661109.jpg?v=1&width=800,(Uncategorized),(Uncategorized),01/09/2026,,FALSE,,14,IN STOCK,,,Metallic,,,1568,TRUE,TRUE,TRUE
Carvela,2643900979,2643900979,Carvela Women's Heel Black Synthetic Sadie 2,https://www.shoeaholics.com/women/shoes/heels/block-heels/sadie-2-black-synthetic-carvela-2643900979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Block Heel, Black","Black Block Heel, Black",99.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/2/6/2643900979.jpg?v=1&width=800,Women > Shoes > Heels > Block-heels,Women > Shoes > Heels > Block-heels,01/09/2026,,FALSE,,62,IN STOCK,,,Black,,,915,TRUE,TRUE,TRUE
Kurt Geiger London,2043401069,2043401069,Kurt Geiger London Large Shopper Southbank Tote Bag Zebra Canvas Shopper Bag,https://www.shoeaholics.com/women/bags/shoulder-bags/southbank-lg-shopper-black-white-fabric-other-kurt-geiger-london-2043401069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Zebra Canvas Shopper Bag, Black White","Zebra Canvas Shopper Bag, Black White",139.00,239.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/2/0/2043401069.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,01/09/2026,,FALSE,,17,IN STOCK,,,Black,,,1466,TRUE,TRUE,TRUE
Carvela,0865000979,0865000979,Carvela Women's Trainer Black Synthetic Jive Zip,https://www.shoeaholics.com/women/shoes/trainers/slip-on/jive-zip-black-synthetic-carvela-0865000979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Trainer, Black","Black Trainer, Black",69.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/0/8/0865000979.jpg?v=1&width=800,Women > Shoes > Trainers > Slip-on,Women > Shoes > Trainers > Slip-on,01/09/2026,,FALSE,,132,IN STOCK,,,Black,,,579,TRUE,TRUE,TRUE
Kg Kurt Geiger,3845510829,3845510829,KG Kurt Geiger Women's Trainers White Combination Lottie Lace Up,https://www.shoeaholics.com/women/shoes/trainers/slip-on/lottie-lace-up-white-polyurethane-kg-kurt-geiger-3845510829?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"White Snake Lace Up Sneaker, White","White Snake Lace Up Sneaker, White",69.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/8/3845510829.jpg?v=1&width=800,Women > Shoes > Trainers > Slip-on,Women > Shoes > Trainers > Slip-on,01/09/2026,,FALSE,,369,IN STOCK,,,White,,,81,TRUE,TRUE,TRUE
Kurt Geiger London,3417135289,3417135289,Kurt Geiger Women's Flats Dark Brown Suede Chelsea,https://www.shoeaholics.com/women/shoes/flats/chelsea-point-slip-on-dark-brown-combination-suede-other-print-kurt-geiger-london-3417135289?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Chelsea Point Slip On Flat """", 3 Uk, Dark Brown Combination","Womens Kurt Geiger London Chelsea Point Slip On Flat """", 3 Uk, Dark Brown Combination",59.00,189.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/4/3417135289.jpg?v=1&width=800,Women > Shoes > Flats,Women > Shoes > Flats,01/09/2026,,FALSE,,12,IN STOCK,,,Brown,,,1639,TRUE,TRUE,TRUE
Carvela,9945414979,9945414979,Carvela Jive Lace Up Trainer,https://www.shoeaholics.com/women/shoes/trainers/slip-on/jive-lace-up-champagne-synthetic-carvela-9945414979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Jive Lace Up Trainer """", 5 Uk, Champagne","Womens Carvela Jive Lace Up Trainer """", 5 Uk, Champagne",69.00,139.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/9/9/9945414979.jpg?v=1&width=800,Women > Shoes > Trainers > Slip-on,Women > Shoes > Trainers > Slip-on,01/09/2026,,FALSE,,160,IN STOCK,,,Champagne,,,480,TRUE,TRUE,TRUE
Carvela,3326610109,3326610109,Carvela Women's Trainers White Leather Connected,https://www.shoeaholics.com/women/shoes/trainers/slip-on/connected-zip-white-leather-carvela-3326610109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"White Quitled Sneaker, White","White Quitled Sneaker, White",99.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/3/3326610109.jpg?v=1&width=800,Women > Shoes > Trainers > Slip-on,Women > Shoes > Trainers > Slip-on,01/09/2026,,FALSE,,133,IN STOCK,,,White,,,571,TRUE,TRUE,TRUE
Carvela Comfort,0817500109,0817500109,Carvela Women's Ankle Boot Black Leather Snug,https://www.shoeaholics.com/women/shoes/boots/biker/walnut-np-black-leather-carvela-kurt-geiger?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Leather Heel Ankle Boot, Black","Black Leather Heel Ankle Boot, Black",39.00,169.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/0/8/0817500109.jpg?v=1&width=800,(Uncategorized),(Uncategorized),01/09/2026,,FALSE,,36,IN STOCK,,,Black,,,1147,TRUE,TRUE,TRUE
Carvela,3277005179,3277005179,Carvela Women's Ankle Boot Black Combination Secil,https://www.shoeaholics.com/women/shoes/boots/ankle/secil-black-combination-leather-lizard-print-carvela-3277005179?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Leather Ankle Boot, Black","Black Leather Ankle Boot, Black",89.00,159.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/2/3277005179.jpg?v=1&width=800,Brands > Carvela > Womens-shoes,Brands > Carvela > Womens-shoes,01/09/2026,,FALSE,,118,IN STOCK,,,Black,,,648,TRUE,TRUE,TRUE
Carvela,2666330069,2666330069,Carvela High Rise,https://www.shoeaholics.com/women/shoes/trainers/high-rise-brown-fabric-other-carvela-2666330069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela High Rise """", 6 Uk, Brown","Womens Carvela High Rise """", 6 Uk, Brown",89.00,139.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/2/6/2666330069.jpg?v=1&width=800,Women > Shoes > Trainers,Women > Shoes > Trainers,01/09/2026,,FALSE,,186,IN STOCK,,,Brown,,,382,TRUE,TRUE,TRUE
Carvela,0291800979,0291800979,Carvela Women's Clutch Bag Black Crystal Synthetic Stargaze,https://www.shoeaholics.com/women/bags/clutch-bags/stargaze-clutch-black-synthetic-carvela-0291800979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Crystal Clutch Bag, Black","Black Crystal Clutch Bag, Black",59.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/0/2/0291800979.jpg?v=1&width=800,Women > Bags,Women > Bags,01/09/2026,,FALSE,,406,IN STOCK,,,Black,,,59,TRUE,TRUE,TRUE
Carvela,2892400979,2892400979,Carvela Women's Tote Bag Black Synthetic Cammie 3,https://www.shoeaholics.com/women/bags/cammie-3-black-synthetic-carvela-2892400979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Tote Bag, Black","Black Tote Bag, Black",89.00,109.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/2/8/2892400979.jpg?v=1&width=800,Women > Bags,Women > Bags,01/09/2026,,FALSE,,560,IN STOCK,,,Black,,,24,TRUE,TRUE,TRUE
Kg Kurt Geiger,3346967799,3346967799,KG Kurt Geiger Women's Clutch Bag Silver Crystal Baily,https://www.shoeaholics.com/women/bags/clutch-bags/baily-silver-combination-suedette-kg-kurt-geiger-3346967799?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Crystal Envelope Clutch Bag, Silver Combination","Crystal Envelope Clutch Bag, Silver Combination",79.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/3/3346967799.jpg?v=1&width=800,Women > Bags,Women > Bags,01/09/2026,,FALSE,,227,IN STOCK,,,Metallic,,,277,TRUE,TRUE,TRUE
Carvela,3182784409,3182784409,Carvela Women's Tote Bag Navy Croc Jessica Midi,https://www.shoeaholics.com/women/bags/mini-bags/jessica-midi-tote-2-navy-croc-print-carvela-3182784409?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Navy Croc Embossed Jessica Midi Tote, Navy","Navy Croc Embossed Jessica Midi Tote, Navy",79.00,109.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/1/3182784409.jpg?v=1&width=800,Women > Bags > Mini-bags,Women > Bags > Mini-bags,01/09/2026,,FALSE,,100,IN STOCK,,,Blue,,,717,TRUE,TRUE,TRUE
Carvela,2854530979,2854530979,Carvela Women's Tote Bag Brown Synthetic Mini Cammie,https://www.shoeaholics.com/women/bags/shoulder-bags/mini-cammie-3-brown-synthetic-carvela-2854530979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Brown Mini Tote Bag, Brown","Brown Mini Tote Bag, Brown",79.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/2/8/2854530979.jpg?v=1&width=800,(Uncategorized),(Uncategorized),01/09/2026,,FALSE,,597,IN STOCK,,,Brown,,,21,TRUE,TRUE,TRUE
Carvela,3729230609,3729230609,Carvela Kianni Heel Brown Satin Crystal Block Heel,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/kianni-brown-fabric-carvela-3729230609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Brown Satin Crystal Block Heel, Brown","Brown Satin Crystal Block Heel, Brown",39.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/7/3729230609.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,01/09/2026,,FALSE,,16,IN STOCK,,,Brown,,,1502,TRUE,TRUE,TRUE
Carvela,9439200609,9439200609,Carvela Women's Ankle Boot Black Crystal Shone Ankle Boot,https://www.shoeaholics.com/women/shoes/boots/ankle/shone-ankle-boot-black-fabric-carvela-9439200609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Block Heel Boot, Black","Black Block Heel Boot, Black",29.00,169.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/9/4/9439200609.jpg?v=1&width=800,(Uncategorized),(Uncategorized),01/09/2026,,FALSE,,13,IN STOCK,,,Black,,,1605,TRUE,TRUE,TRUE
Carvela,3724500409,3724500409,Carvela Women's Tote Bag Black Croc Jessica,https://www.shoeaholics.com/women/bags/mini-bags/jessica-mini-tote-2-black-croc-print-carvela-3724500409?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Croc Tote Bag, Black","Black Croc Tote Bag, Black",79.00,89.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/7/3724500409.jpg?v=1&width=800,Women > Bags > Mini-bags,Women > Bags > Mini-bags,01/09/2026,,FALSE,,487,IN STOCK,,,Black,,,36,TRUE,TRUE,TRUE
Carvela,2411947209,2411947209,Carvela Women's Heels Taupe Suede Leather Sadie,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/sadie-wedge-taupe-suede-carvela-2411947209?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Taupe Suede Wedge Heel, Taupe","Taupe Suede Wedge Heel, Taupe",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/2/4/2411947209.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,01/09/2026,,FALSE,,29,IN STOCK,,,Taupe,,,1231,TRUE,TRUE,TRUE
Carvela,2411961979,2411961979,Kurt Geiger Women's Heels Gold Synthetic Sadie,https://www.shoeaholics.com/women/shoes/heels/low-mid-heels/sadie-wedge-gold-synthetic-carvela-2411961979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Gold Metallic Upper, Gold","Gold Metallic Upper, Gold",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/2/4/2411961979.jpg?v=1&width=800,Women > Shoes > Heels > Low-mid-heels,Women > Shoes > Heels > Low-mid-heels,01/09/2026,,FALSE,,81,IN STOCK,,,Metallic,,,811,TRUE,TRUE,TRUE
Carvela,2380266979,2380266979,Carvela Women's Trainers Gold Combination Synthetic,https://www.shoeaholics.com/women/shoes/trainers/daze-jewel-gold-combination-synthetic-carvela-2380266979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Daze Jewel """", 5 Uk, Gold Combination","Womens Carvela Daze Jewel """", 5 Uk, Gold Combination",69.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/2/3/2380266979.jpg?v=1&width=800,Women > Shoes > Trainers,Women > Shoes > Trainers,01/09/2026,,FALSE,,282,IN STOCK,,,Metallic,,,164,TRUE,TRUE,TRUE
Kg Kurt Geiger,3845900069,3845900069,KG Kurt Geiger Women's Trainer Black Fabric Other Lucile,https://www.shoeaholics.com/women/shoes/trainers/slip-on/lucile-lace-up-gem-black-fabric-other-kg-kurt-geiger-3845900069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Chunky Crystal Sneaker, Black","Black Chunky Crystal Sneaker, Black",99.00,159.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/8/3845900069.jpg?v=1&width=800,Women > Shoes > Trainers > Slip-on,Women > Shoes > Trainers > Slip-on,01/09/2026,,FALSE,,267,IN STOCK,,,Black,,,185,TRUE,TRUE,TRUE
Carvela,0000600979,0000600979,Carvela Women's Purse Black Fold Over Mandy,https://www.shoeaholics.com/women/accessories/mandy-purse-black-synthetic-carvela-0000600979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Fold Over Purse, Black","Black Fold Over Purse, Black",29.00,49.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/0/0/0000600979.jpg?v=1&width=800,Women > Bags,Women > Bags,01/09/2026,,FALSE,,143,IN STOCK,,,Black,,,531,TRUE,TRUE,TRUE
Carvela,0864214979,0864214979,Carvela Women's Trainers Champagne Synthetic Rapid,https://www.shoeaholics.com/women/shoes/trainers/slip-on/rapid-champagne-synthetic-carvela-0864214979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Champagne Lace Up Trainer, Champagne","Champagne Lace Up Trainer, Champagne",59.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/0/8/0864214979.jpg?v=1&width=800,Women > Shoes > Trainers > Slip-on,Women > Shoes > Trainers > Slip-on,01/09/2026,,FALSE,,149,IN STOCK,,,Champagne,,,513,TRUE,TRUE,TRUE
Carvela,2666300979,2666300979,Carvela Women's Trainers Black Synthetic High Rise,https://www.shoeaholics.com/women/shoes/trainers/slip-on/high-rise-black-synthetic-carvela-2666300979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Lace Up Trainer, Black","Black Lace Up Trainer, Black",89.00,139.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/2/6/2666300979.jpg?v=1&width=800,Women > Shoes > Trainers > Slip-on,Women > Shoes > Trainers > Slip-on,01/09/2026,,FALSE,,198,IN STOCK,,,Black,,,344,TRUE,TRUE,TRUE
Carvela,2854509409,2854509409,Carvela Mini Cammie 3,https://www.shoeaholics.com/women/bags/shoulder-bags/mini-cammie-3-black-other-croc-print-carvela-2854509409?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Mini Cammie 3 """", No Size","Womens Carvela Mini Cammie 3 """", No Size",79.00,109.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/2/8/2854509409.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,01/09/2026,,FALSE,,271,IN STOCK,,,,,,181,TRUE,TRUE,TRUE
Carvela,3182700409,3182700409,Carvela Women's Tote Bag Black Croc Print Synthetic Jessica,https://www.shoeaholics.com/women/bags/tote-bags/jessica-midi-tote-2-black-croc-print-carvela-3182700409?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Croc Print Tote Bag, Black","Black Croc Print Tote Bag, Black",89.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/3/1/3182700409.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,01/09/2026,,FALSE,,610,IN STOCK,,,Black,,,19,TRUE,TRUE,TRUE
Kurt Geiger London,1205861179,1205861179,Kurt Geiger London Clutch Bag,https://www.shoeaholics.com/women/bags/clutch-bags/clutch-bag-gold-leather-lizard-print-kurt-geiger-london-1205861179?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Clutch Bag """", No Size, Gold","Womens Kurt Geiger London Clutch Bag """", No Size, Gold",99.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/1/2/1205861179.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,01/09/2026,,FALSE,,152,IN STOCK,,,Metallic,,,501,TRUE,TRUE,TRUE
Kurt Geiger London,1205800609,1205800609,Kurt Geiger Women's Clutch Bag Black Microsuede KGL,https://www.shoeaholics.com/women/bags/clutch-bags/clutch-bag-black-fabric-kurt-geiger-london-1205800609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Clutch Bag, Black","Black Clutch Bag, Black",99.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/1/2/1205800609.jpg?v=1&width=800,Women > Bags,Women > Bags,01/09/2026,,FALSE,,88,IN STOCK,,,Black,,,775,TRUE,TRUE,TRUE
Carvela,2380200979,2380200979,Carvela Daze Jewel Trainer Black Crystal Trainers,https://www.shoeaholics.com/women/shoes/trainers/slip-on/daze-jewel-black-synthetic-carvela-2380200979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Crystal Trainers, Black","Black Crystal Trainers, Black",69.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/2/3/2380200979.jpg?v=1&width=800,Women > Shoes > Trainers > Slip-on,Women > Shoes > Trainers > Slip-on,01/09/2026,,FALSE,,244,IN STOCK,,,Black,,,237,TRUE,TRUE,TRUE
